i-graph-vertices,47
i-graph-labels,12
i-graph-edges,42
i-graph-input-rules,13
i-graph-output-rules,15
i-lang-cost,121.71728501999377
i-lang-cost-given,Infinity
i-mdl,188.17291234936448
i-dist-nodes,16
f-graph-vertices,8
f-graph-edges,4
f-graph-input-rules,8
f-graph-output-rules,9
f-lang-cost,21.609640474436812
f-lang-cost-given,71.10094099325377
f-mdl,92.71058146769059
f-dist-nodes,5
f-nodes-merged,11
i-size-bytes,19669
f-size-bytes,9806
